age,id,profession,family_size,gender,ever_married,graduated,spending_score,segmentation
45,4959,Artist,1,Male,Yes,Yes,Low,C
42,4960,Entertainment,6,Female,Yes,No,Low,B
83,4961,Lawyer,2,Female,Yes,Yes,High,C
36,4962,Artist,1,Female,No,Yes,Low,B
80,4963,Lawyer,2,Female,Yes,No,High,C
36,4964,Marketing,2,Male,No,No,Low,D
43,4965,Artist,1,Female,No,Yes,Low,A
38,4966,Doctor,1,Male,No,Yes,Low,B
45,4967,Artist,4,Male,Yes,Yes,High,A
72,4968,Lawyer,2,Male,Yes,Yes,High,C
43,4969,Doctor,2,Female,Yes,Yes,Low,A
29,4970,Entertainment,2,Female,No,Yes,Low,A
45,4971,Artist,2,Male,No,Yes,Low,A
29,4972,Homemaker,1,Female,No,Yes,Low,A
43,4973,Artist,3,Male,No,Yes,Low,A
42,4974,Artist,3,Female,Yes,No,Average,A
47,4975,Entertainment,6,Male,Yes,No,Average,C
60,4976,Lawyer,3,Female,Yes,Yes,High,C
41,4977,Executive,2,Male,Yes,Yes,Low,A
47,4978,Executive,4,Male,Yes,Yes,High,B
27,4979,Artist,3,Male,No,Yes,Low,D
46,4980,Artist,1,Female,No,Yes,Low,C
25,4981,Artist,2,Female,No,Yes,Low,A
22,4982,Healthcare,3,Female,No,No,Low,D
56,4983,Executive,3,Male,Yes,No,Average,B
35,4984,Homemaker,2,Female,Yes,Yes,Average,B
50,4985,Artist,2,Male,Yes,Yes,Average,C
33,4986,Doctor,6,Male,No,No,Low,A
69,4987,Entertainment,2,Female,Yes,No,Low,B
38,4988,Engineer,2,Female,Yes,Yes,Low,A
42,4989,Doctor,5,Male,Yes,Yes,Average,C
61,4990,Entertainment,6,Male,Yes,Yes,Average,B
20,4991,Healthcare,6,Female,No,No,Low,D
40,4992,Entertainment,4,Male,Yes,No,Low,D
51,4993,Doctor,2,Male,Yes,Yes,High,C
58,4994,Artist,5,Female,Yes,Yes,Average,C
33,4995,Healthcare,5,Female,No,Yes,Low,C
26,4996,Entertainment,2,Male,No,No,Low,A
58,4997,Executive,3,Male,Yes,No,High,C
65,4998,Homemaker,2,Male,Yes,Yes,High,A
42,4999,Doctor,2,Male,Yes,Yes,Average,C
25,5000,Engineer,1,Male,Yes,No,Low,D
30,5001,Homemaker,6,Female,No,No,Low,D
51,5002,Healthcare,3,Female,Yes,No,High,D
26,5003,Doctor,4,Male,No,Yes,Low,C
37,5004,Entertainment,4,Female,Yes,No,Average,A
25,5005,Doctor,2,Female,No,No,Low,D
41,5006,Marketing,2,Male,No,Yes,Low,D
83,5007,Executive,3,Female,Yes,Yes,High,A
35,5008,Entertainment,3,Male,Yes,Yes,Average,C
21,5009,Healthcare,7,Male,No,No,Low,D
28,5010,Engineer,3,Female,No,Yes,Low,D
51,5011,Executive,4,Male,Yes,No,Low,B
25,5012,Entertainment,3,Male,No,Yes,Low,A
29,5013,Healthcare,3,Male,No,Yes,Low,C
45,5014,Marketing,2,Male,Yes,No,Low,D
47,5015,Engineer,5,Female,Yes,No,Average,B
40,5016,Artist,2,Female,No,Yes,Low,B
65,5017,Lawyer,1,Female,Yes,Yes,Low,A
40,5018,Artist,1,Male,No,Yes,Low,B
42,5019,Doctor,2,Male,Yes,Yes,Average,B
45,5020,Artist,3,Male,Yes,Yes,Average,D
58,5021,Engineer,1,Female,Yes,Yes,Low,A
30,5022,Doctor,3,Female,No,No,Low,D
35,5023,Artist,2,Male,Yes,Yes,High,B
53,5024,Homemaker,1,Female,Yes,No,Low,A
88,5025,Artist,2,Female,Yes,Yes,High,C
27,5026,Marketing,3,Female,No,No,Low,C
39,5027,Artist,1,Male,No,Yes,Low,A
28,5028,Artist,4,Female,No,No,Low,B
35,5029,Entertainment,3,Male,Yes,No,Low,A
76,5030,Executive,2,Male,Yes,No,High,A
33,5031,Healthcare,1,Female,No,Yes,Low,D
59,5032,Doctor,2,Female,Yes,Yes,Low,A
45,5033,Doctor,1,Female,Yes,Yes,Low,B
86,5034,Lawyer,2,Female,Yes,No,High,B
25,5035,Healthcare,8,Female,No,No,Low,B
33,5036,Entertainment,3,Female,No,Yes,Low,A
62,5037,Artist,2,Female,Yes,Yes,High,C
55,5038,Artist,4,Female,Yes,Yes,Average,C
30,5039,Healthcare,6,Male,No,Yes,Low,D
37,5040,Executive,2,Female,Yes,No,High,A
40,5041,Marketing,1,Female,No,No,Low,A
38,5042,Artist,4,Male,No,Yes,Low,A
52,5043,Artist,2,Male,Yes,No,Low,A
48,5044,Engineer,5,Female,Yes,No,Average,B
60,5045,Engineer,5,Female,Yes,No,Average,B
36,5046,Engineer,1,Female,No,Yes,Low,A
59,5047,Doctor,2,Male,Yes,Yes,Average,C
71,5048,Entertainment,3,Male,Yes,No,Average,A
37,5049,Executive,2,Male,Yes,Yes,Average,B
28,5050,Artist,2,Male,Yes,Yes,Average,B
22,5051,Healthcare,8,Female,No,No,Low,D
48,5052,Homemaker,2,Female,Yes,Yes,High,C
31,5053,Engineer,8,Female,No,No,Low,A
37,5054,Artist,5,Male,Yes,No,Low,C
50,5055,Doctor,4,Male,Yes,Yes,Average,C
50,5056,Executive,1,Female,No,Yes,Low,A
43,5057,Artist,1,Female,No,Yes,Low,D
20,5058,Marketing,4,Male,No,No,Low,C
28,5059,Entertainment,4,Female,No,Yes,Low,B
33,5060,Healthcare,6,Female,No,No,Low,C
40,5061,Healthcare,1,Female,No,Yes,Low,D
21,5062,Doctor,3,Female,No,No,Low,C
36,5063,Engineer,5,Female,Yes,No,Low,A
49,5064,Doctor,3,Male,Yes,No,Average,A
36,5065,Entertainment,2,Female,Yes,Yes,Low,A
32,5066,Marketing,1,Female,No,Yes,Low,D
48,5067,Artist,2,Female,Yes,Yes,Average,C
69,5068,Entertainment,8,Male,Yes,No,Low,A
67,5069,Engineer,1,Female,Yes,Yes,Low,A
32,5070,Engineer,2,Female,Yes,No,Low,C
36,5071,Engineer,2,Male,Yes,No,Average,B
43,5072,Executive,3,Male,Yes,Yes,High,C
36,5073,Artist,5,Male,Yes,Yes,Average,D
23,5074,Healthcare,3,Female,No,No,Low,D
35,5075,Doctor,3,Female,Yes,Yes,Average,C
68,5076,Lawyer,3,Female,Yes,Yes,Average,C
46,5077,Artist,2,Male,No,Yes,Low,C
49,5078,Entertainment,1,Male,No,Yes,Low,B
37,5079,Artist,2,Male,Yes,Yes,Average,C
53,5080,Artist,2,Male,Yes,Yes,Average,B
70,5081,Engineer,1,Female,Yes,No,Low,B
43,5082,Artist,4,Female,No,Yes,Low,D
83,5083,Executive,2,Male,Yes,Yes,High,A
25,5084,Entertainment,2,Female,No,Yes,Low,A
29,5085,Engineer,1,Female,No,Yes,Low,A
65,5086,Lawyer,1,Female,Yes,Yes,Low,A
46,5087,Artist,4,Female,Yes,Yes,High,B
59,5088,Artist,1,Male,Yes,Yes,Low,B
30,5089,Healthcare,2,Female,No,Yes,Low,C
29,5090,Healthcare,2,Male,Yes,No,Low,D
58,5091,Artist,1,Male,Yes,Yes,Low,B
71,5092,Artist,5,Male,Yes,No,Low,C
53,5093,Executive,5,Male,Yes,No,Low,A
36,5094,Doctor,4,Male,Yes,Yes,Average,C
33,5095,Engineer,4,Male,No,No,Low,D
32,5096,Engineer,3,Male,No,Yes,Low,B
49,5097,Entertainment,1,Female,No,Yes,Low,D
84,5098,Lawyer,2,Male,Yes,No,High,B
30,5099,Healthcare,4,Male,Yes,Yes,Low,A
26,5100,Healthcare,4,Male,No,No,Low,A
41,5101,Artist,3,Female,Yes,Yes,High,B
25,5102,Healthcare,5,Male,No,No,Low,D
26,5103,Healthcare,3,Male,Yes,Yes,High,D
27,5104,Doctor,5,Female,No,No,Low,A
41,5105,Executive,3,Male,Yes,No,High,A
80,5106,Lawyer,1,Female,Yes,Yes,Low,C
50,5107,Healthcare,3,Female,Yes,Yes,Low,D
66,5108,Artist,2,Female,Yes,Yes,Low,C
58,5109,Executive,5,Male,Yes,No,High,B
42,5110,Doctor,3,Female,No,Yes,Low,B
37,5111,Artist,3,Female,No,Yes,Low,B
49,5112,Artist,1,Male,Yes,Yes,Low,C
39,5113,Entertainment,2,Male,No,Yes,Low,A
69,5114,Lawyer,3,Male,Yes,No,Low,C
50,5115,Artist,5,Female,Yes,Yes,High,C
61,5116,Entertainment,2,Male,Yes,No,Low,A
49,5117,Artist,4,Female,Yes,Yes,High,B
27,5118,Engineer,7,Female,No,Yes,Low,C
43,5119,Artist,2,Male,No,Yes,Low,A
35,5120,Entertainment,1,Female,No,No,Low,B
52,5121,Executive,1,Female,Yes,No,Low,A
48,5122,Executive,4,Male,Yes,Yes,High,C
26,5123,Artist,5,Male,No,No,Low,A
37,5124,Entertainment,1,Male,No,Yes,Low,A
30,5125,Executive,4,Male,No,No,Low,D
43,5126,Entertainment,1,Male,No,No,Low,D
42,5127,Artist,3,Female,No,Yes,Low,C
23,5128,Healthcare,7,Female,No,No,Low,D
81,5129,Lawyer,1,Male,Yes,Yes,Low,B
45,5130,Engineer,1,Female,Yes,Yes,Low,A
33,5131,Artist,2,Male,No,Yes,Low,C
25,5132,Entertainment,2,Male,No,No,Low,D
38,5133,Executive,5,Male,Yes,No,Average,B
25,5134,Executive,2,Male,Yes,Yes,High,A
45,5135,Artist,4,Male,Yes,Yes,Low,B
63,5136,Artist,2,Female,No,Yes,Low,B
39,5137,Artist,2,Female,Yes,Yes,High,A
25,5138,Engineer,1,Female,No,No,Low,B
67,5139,Artist,1,Female,No,Yes,Low,B
31,5140,Artist,4,Male,No,Yes,Low,C
33,5141,Engineer,2,Female,No,No,Low,B
42,5142,Artist,5,Female,Yes,No,High,B
25,5143,Executive,8,Male,Yes,No,High,D
41,5144,Artist,2,Female,Yes,Yes,High,B
40,5145,Artist,1,Female,Yes,Yes,Low,D
31,5146,Entertainment,4,Female,No,No,Low,C
63,5147,Artist,2,Female,Yes,Yes,Average,C
57,5148,Executive,4,Male,Yes,No,High,A
40,5149,Artist,1,Female,No,Yes,Low,A
45,5150,Artist,3,Female,Yes,Yes,High,B
25,5151,Healthcare,3,Male,No,Yes,Low,D
38,5152,Artist,3,Female,No,Yes,Low,A
37,5153,Artist,2,Male,Yes,Yes,Average,C
37,5154,Artist,2,Female,Yes,Yes,Average,B
43,5155,Healthcare,2,Male,Yes,Yes,Average,D
43,5156,Artist,1,Male,No,No,Low,D
43,5157,Artist,2,Male,Yes,Yes,Average,C
71,5158,Lawyer,2,Male,Yes,No,High,D
38,5159,Artist,1,Female,Yes,Yes,Low,D
48,5160,Executive,4,Male,Yes,Yes,High,B
41,5161,Engineer,2,Female,Yes,No,Low,A
28,5162,Marketing,2,Female,No,Yes,Low,D
22,5163,Healthcare,6,Male,No,No,Low,D
43,5164,Artist,2,Female,Yes,Yes,Average,C
28,5165,Doctor,2,Male,Yes,No,Average,A
48,5166,Doctor,6,Female,Yes,Yes,Average,B
42,5167,Artist,2,Male,Yes,Yes,Low,A
42,5168,Engineer,3,Female,No,Yes,Low,D
43,5169,Entertainment,2,Male,No,Yes,Low,B
43,5170,Engineer,2,Female,No,Yes,Low,B
28,5171,Healthcare,6,Female,No,Yes,Low,D
48,5172,Engineer,4,Female,Yes,Yes,Average,B
82,5173,Lawyer,2,Male,Yes,No,High,A
66,5174,Entertainment,2,Male,Yes,Yes,Average,B
49,5175,Artist,5,Female,Yes,Yes,High,C
77,5176,Lawyer,2,Male,Yes,No,High,A
41,5177,Entertainment,2,Male,No,Yes,Low,B
78,5178,Entertainment,1,Male,Yes,No,Low,D
41,5179,Artist,1,Male,No,Yes,Low,A
39,5180,Artist,2,Female,Yes,Yes,Average,C
50,5181,Executive,3,Male,Yes,Yes,High,B
35,5182,Artist,2,Male,Yes,Yes,Average,C
52,5183,Doctor,3,Female,Yes,Yes,Average,B
50,5184,Engineer,4,Female,Yes,Yes,Average,A
63,5185,Healthcare,4,Male,Yes,No,Average,B
47,5186,Artist,3,Female,Yes,Yes,Low,B
38,5187,Artist,2,Female,No,No,Low,A
32,5188,Doctor,2,Male,No,No,Low,D
31,5189,Healthcare,6,Male,No,No,Low,D
36,5190,Executive,3,Male,Yes,No,High,B
67,5191,Artist,1,Male,Yes,Yes,Low,D
53,5192,Entertainment,4,Male,Yes,Yes,Average,C
51,5193,Artist,1,Male,Yes,Yes,Low,B
56,5194,Executive,2,Male,Yes,No,Low,A
72,5195,Executive,4,Male,Yes,Yes,High,B
26,5196,Homemaker,2,Female,Yes,No,Average,A
37,5197,Entertainment,2,Male,No,Yes,Low,A
29,5198,Marketing,7,Male,No,No,Low,D
70,5199,Lawyer,1,Female,No,Yes,Low,D
19,5200,Healthcare,5,Female,No,No,Low,D
46,5201,Artist,2,Male,Yes,Yes,Average,C
53,5202,Executive,4,Male,Yes,No,High,A
50,5203,Artist,1,Female,Yes,Yes,Low,B
43,5204,Artist,3,Female,Yes,Yes,Average,B
61,5205,Artist,2,Female,Yes,Yes,Average,B
27,5206,Doctor,2,Male,Yes,Yes,Average,A
83,5207,Lawyer,1,Female,Yes,Yes,Low,C
32,5208,Healthcare,2,Male,Yes,Yes,Low,D
58,5209,Artist,5,Male,Yes,Yes,Average,B
67,5210,Doctor,3,Male,Yes,Yes,Average,C
19,5211,Healthcare,5,Female,No,No,Low,D
35,5212,Artist,2,Male,Yes,Yes,Low,A
35,5213,Artist,4,Female,Yes,Yes,Average,B
27,5214,Healthcare,2,Female,Yes,No,Low,D
35,5215,Executive,3,Male,Yes,Yes,High,B
20,5216,Healthcare,3,Female,No,No,Low,D
41,5217,Entertainment,3,Male,Yes,No,Average,A
33,5218,Healthcare,6,Female,No,No,Low,C
58,5219,Artist,1,Male,Yes,Yes,Low,C
86,5220,Executive,2,Male,Yes,No,High,A
61,5221,Engineer,5,Male,Yes,No,Average,D
32,5222,Artist,3,Male,No,Yes,Low,D
69,5223,Artist,2,Female,Yes,No,High,C
35,5224,Entertainment,4,Female,No,Yes,Low,C
72,5225,Lawyer,2,Female,No,Yes,Low,D
37,5226,Artist,1,Female,Yes,Yes,Low,C
33,5227,Healthcare,1,Male,No,Yes,Low,D
40,5228,Executive,4,Male,Yes,No,Average,D
55,5229,Artist,2,Female,Yes,Yes,Low,C
23,5230,Executive,9,Male,Yes,No,High,A
51,5231,Doctor,1,Female,Yes,No,High,D
73,5232,Lawyer,2,Female,Yes,No,High,C
20,5233,Marketing,3,Female,No,No,Low,B
53,5234,Artist,1,Female,No,Yes,Low,B
53,5235,Engineer,4,Female,Yes,Yes,Low,B
53,5236,Executive,5,Male,Yes,No,Average,B
50,5237,Executive,4,Male,Yes,No,High,B
66,5238,Artist,3,Female,Yes,Yes,Average,C
86,5239,Lawyer,2,Female,Yes,Yes,Low,B
27,5240,Doctor,1,Female,No,Yes,Low,A
42,5241,Artist,1,Female,No,Yes,Low,C
33,5242,Marketing,9,Male,No,No,Low,D
26,5243,Entertainment,2,Male,Yes,No,Low,D
38,5244,Engineer,4,Male,Yes,Yes,Average,B
32,5245,Artist,7,Female,No,Yes,Low,A
27,5246,Entertainment,3,Male,No,No,Low,D
80,5247,Lawyer,3,Male,Yes,Yes,High,B
77,5248,Lawyer,1,Male,Yes,Yes,Low,D
22,5249,Healthcare,2,Male,No,No,Low,D
32,5250,Healthcare,2,Female,Yes,Yes,Low,A
49,5251,Entertainment,2,Male,Yes,Yes,Average,A
55,5252,Executive,9,Male,Yes,Yes,High,A
28,5253,Entertainment,2,Male,No,Yes,Low,D
42,5254,Doctor,1,Female,Yes,No,Low,A
43,5255,Marketing,6,Male,Yes,Yes,High,D
73,5256,Doctor,1,Female,Yes,Yes,Low,B
46,5257,Engineer,3,Female,No,No,Low,D
28,5258,Doctor,2,Male,Yes,No,Average,D
35,5259,Entertainment,2,Female,Yes,Yes,Average,A
48,5260,Artist,3,Female,Yes,Yes,High,B
32,5261,Artist,3,Female,No,Yes,Low,D
66,5262,Executive,2,Male,Yes,Yes,Average,C
47,5263,Artist,2,Female,Yes,Yes,High,C
28,5264,Healthcare,2,Male,Yes,Yes,Low,C
35,5265,Artist,2,Female,Yes,Yes,Average,C
75,5266,Lawyer,2,Female,Yes,Yes,High,B
48,5267,Executive,3,Male,Yes,Yes,High,B
41,5268,Entertainment,4,Male,No,Yes,Low,A
25,5269,Doctor,3,Female,No,No,Low,D
52,5270,Doctor,3,Female,Yes,No,Average,B
58,5271,Doctor,2,Male,Yes,Yes,Average,C
49,5272,Artist,3,Female,No,Yes,Low,B
28,5273,Marketing,5,Male,No,Yes,Low,D
53,5274,Artist,1,Male,No,Yes,Low,B
27,5275,Doctor,4,Female,No,Yes,Low,D
33,5276,Entertainment,4,Female,No,Yes,Low,A
27,5277,Healthcare,5,Male,No,No,Low,D
37,5278,Executive,6,Male,Yes,Yes,Low,D
56,5279,Lawyer,3,Male,Yes,No,High,A
48,5280,Executive,5,Male,Yes,Yes,High,C
32,5281,Engineer,1,Female,No,Yes,Low,A
39,5282,Doctor,3,Male,Yes,Yes,Average,A
39,5283,Artist,1,Female,No,Yes,Low,C
60,5284,Artist,4,Male,Yes,No,High,B
33,5285,Engineer,2,Female,No,Yes,Low,A
50,5286,Artist,4,Female,Yes,No,Average,C
20,5287,Entertainment,4,Female,No,No,Low,C
37,5288,Engineer,1,Female,No,No,Low,D
25,5289,Doctor,2,Male,Yes,Yes,Low,C
37,5290,Entertainment,6,Male,Yes,Yes,Low,D
68,5291,Engineer,1,Male,Yes,Yes,Low,D
30,5292,Doctor,6,Female,Yes,No,Average,B
83,5293,Artist,2,Female,Yes,Yes,High,C
52,5294,Artist,1,Female,No,Yes,Low,D
19,5295,Healthcare,1,Female,No,No,Low,D
36,5296,Engineer,2,Female,Yes,Yes,Low,C
53,5297,Artist,2,Female,Yes,Yes,Average,A
57,5298,Entertainment,4,Male,Yes,No,Low,A
41,5299,Marketing,2,Female,No,Yes,Low,A
69,5300,Artist,1,Male,Yes,Yes,Low,A
37,5301,Entertainment,2,Male,Yes,No,Average,B
49,5302,Doctor,1,Female,No,Yes,Low,A
59,5303,Marketing,3,Male,Yes,Yes,Average,B
37,5304,Doctor,2,Female,Yes,Yes,High,A
68,5305,Lawyer,4,Female,Yes,Yes,High,C
46,5306,Artist,4,Female,Yes,Yes,Average,B
49,5307,Entertainment,3,Male,No,No,Low,D
33,5308,Engineer,5,Female,No,Yes,Low,D
33,5309,Artist,3,Male,Yes,No,Low,A
32,5310,Marketing,3,Male,No,No,Low,D
87,5311,Lawyer,2,Female,Yes,Yes,High,A
52,5312,Entertainment,4,Male,Yes,Yes,Average,B
27,5313,Engineer,8,Female,No,No,Low,D
63,5314,Entertainment,2,Male,Yes,Yes,Low,D
89,5315,Lawyer,2,Female,Yes,Yes,High,C
31,5316,Executive,2,Male,Yes,No,Average,D
50,5317,Artist,7,Female,Yes,Yes,High,B
70,5318,Engineer,2,Female,Yes,No,Average,B
55,5319,Engineer,3,Female,Yes,Yes,Average,B
36,5320,Homemaker,5,Female,Yes,Yes,Average,B
66,5321,Lawyer,1,Female,Yes,Yes,Low,B
49,5322,Engineer,5,Female,Yes,No,Average,D
65,5323,Artist,4,Male,Yes,Yes,Average,B
45,5324,Artist,4,Male,Yes,No,High,C
33,5325,Entertainment,5,Male,No,No,Low,D
48,5326,Executive,3,Male,Yes,Yes,High,A
28,5327,Healthcare,4,Male,No,Yes,Low,D
27,5328,Artist,8,Female,No,Yes,Low,C
45,5329,Engineer,3,Female,Yes,Yes,Low,D
49,5330,Entertainment,3,Female,Yes,Yes,Average,A
56,5331,Artist,2,Female,Yes,Yes,Average,C
29,5332,Artist,2,Female,Yes,No,Average,A
65,5333,Entertainment,1,Male,Yes,No,Low,A
61,5334,Engineer,5,Female,Yes,Yes,Average,B
35,5335,Artist,1,Male,Yes,Yes,Low,A
82,5336,Lawyer,2,Female,Yes,Yes,High,A
37,5337,Engineer,4,Female,Yes,No,Low,A
26,5338,Engineer,5,Female,No,No,Low,A
32,5339,Healthcare,3,Male,No,Yes,Low,C
49,5340,Artist,1,Male,No,Yes,Low,B
46,5341,Marketing,3,Male,Yes,Yes,Low,D
27,5342,Entertainment,3,Male,No,Yes,Low,B
66,5343,Lawyer,4,Female,Yes,Yes,Average,B
31,5344,Artist,3,Male,Yes,Yes,Average,D
53,5345,Doctor,2,Male,Yes,Yes,Average,C
29,5346,Doctor,5,Female,No,Yes,Low,D
60,5347,Entertainment,5,Male,Yes,Yes,Average,B
43,5348,Doctor,6,Female,No,No,Low,B
73,5349,Entertainment,1,Male,Yes,Yes,Low,A
47,5350,Entertainment,3,Male,Yes,No,Average,C
38,5351,Artist,2,Male,Yes,Yes,Low,B
56,5352,Lawyer,9,Female,Yes,Yes,High,C
51,5353,Artist,5,Male,Yes,Yes,Average,C
27,5354,Artist,2,Male,Yes,Yes,Average,A
30,5355,Artist,2,Male,No,Yes,Low,A
49,5356,Artist,4,Male,Yes,Yes,Average,A
30,5357,Healthcare,6,Female,No,Yes,Low,D
26,5358,Doctor,2,Male,Yes,No,Average,A
42,5359,Artist,4,Male,Yes,Yes,Average,B
49,5360,Executive,5,Male,Yes,Yes,High,C
59,5361,Executive,4,Male,Yes,Yes,High,B
32,5362,Artist,2,Male,Yes,Yes,Average,C
41,5363,Entertainment,1,Male,Yes,Yes,Low,A
71,5364,Executive,4,Male,Yes,Yes,High,B
62,5365,Entertainment,3,Male,Yes,Yes,Average,C
41,5366,Doctor,1,Female,No,No,Low,A
41,5367,Doctor,2,Male,No,Yes,Low,C
53,5368,Artist,3,Male,Yes,Yes,Average,C
46,5369,Doctor,4,Male,Yes,Yes,Low,A
40,5370,Artist,1,Female,Yes,No,Low,C
49,5371,Artist,1,Female,No,No,Low,B
30,5372,Healthcare,3,Female,No,Yes,Low,D
36,5373,Artist,4,Male,Yes,Yes,Average,B
66,5374,Lawyer,3,Female,Yes,Yes,High,C
27,5375,Healthcare,4,Female,No,No,Low,C
42,5376,Entertainment,3,Male,No,No,Low,A
28,5377,Doctor,1,Male,No,No,Low,A
48,5378,Entertainment,2,Male,Yes,Yes,Low,B
36,5379,Entertainment,2,Male,Yes,No,Average,B
42,5380,Entertainment,7,Female,No,Yes,Low,A
21,5381,Healthcare,7,Female,No,No,Low,D
27,5382,Healthcare,4,Female,No,Yes,Low,D
46,5383,Artist,5,Female,Yes,Yes,High,C
27,5384,Engineer,6,Female,No,No,Low,D
25,5385,Marketing,5,Female,No,No,Low,D
48,5386,Marketing,1,Female,Yes,Yes,Low,C
51,5387,Doctor,4,Male,Yes,Yes,Average,A
48,5388,Artist,2,Male,Yes,Yes,Average,C
52,5389,Artist,2,Male,Yes,No,High,A
68,5390,Lawyer,2,Female,Yes,Yes,High,B
35,5391,Artist,3,Male,Yes,Yes,Average,B
39,5392,Homemaker,1,Female,Yes,Yes,Low,D
53,5393,Artist,2,Female,Yes,Yes,High,C
41,5394,Artist,2,Male,Yes,Yes,Average,C
41,5395,Artist,2,Male,Yes,Yes,High,A
23,5396,Healthcare,2,Female,Yes,No,High,B
47,5397,Artist,5,Female,Yes,Yes,High,C
35,5398,Artist,2,Female,Yes,Yes,High,C
51,5399,Executive,3,Male,Yes,Yes,Low,C
38,5400,Engineer,1,Female,No,Yes,Low,A
62,5401,Artist,1,Male,Yes,Yes,Low,B
60,5402,Executive,6,Male,Yes,Yes,High,B
47,5403,Executive,4,Male,Yes,Yes,High,C
22,5404,Marketing,4,Male,No,No,Low,D
31,5405,Marketing,3,Female,No,No,Low,D
38,5406,Engineer,2,Female,Yes,Yes,Low,A
42,5407,Entertainment,5,Female,Yes,No,Average,A
38,5408,Artist,3,Male,Yes,No,Average,B
55,5409,Doctor,3,Female,Yes,Yes,Average,B
71,5410,Artist,2,Female,Yes,Yes,Average,C
38,5411,Artist,4,Male,Yes,No,Average,A
77,5412,Artist,1,Male,Yes,Yes,Low,A
33,5413,Engineer,3,Male,No,No,Low,D
72,5414,Executive,2,Male,Yes,No,High,B
43,5415,Engineer,4,Female,Yes,No,Average,A
35,5416,Artist,3,Female,No,Yes,Low,B
33,5417,Doctor,3,Female,No,Yes,Low,A
27,5418,Entertainment,2,Male,Yes,Yes,Average,A
29,5419,Artist,3,Male,No,Yes,Low,A
46,5420,Artist,1,Female,Yes,No,Low,B
46,5421,Artist,1,Male,Yes,Yes,Low,D
53,5422,Engineer,1,Female,Yes,No,Low,A
36,5423,Executive,4,Male,Yes,Yes,High,B
36,5424,Engineer,2,Female,Yes,No,Average,A
61,5425,Entertainment,3,Male,No,Yes,Low,C
61,5426,Entertainment,2,Male,Yes,No,Average,B
53,5427,Artist,2,Male,Yes,Yes,Average,C
69,5428,Executive,4,Male,Yes,No,High,C
47,5429,Entertainment,1,Male,No,Yes,Low,A
26,5430,Entertainment,7,Female,Yes,Yes,Low,D
39,5431,Artist,1,Female,No,Yes,Low,B
47,5432,Artist,4,Male,Yes,No,Low,A
69,5433,Artist,1,Female,Yes,Yes,Low,A
46,5434,Artist,2,Male,Yes,Yes,Average,B
37,5435,Doctor,3,Female,No,Yes,Low,D
50,5436,Artist,1,Female,No,Yes,Low,B
52,5437,Doctor,4,Female,Yes,Yes,Average,C
28,5438,Healthcare,4,Male,No,Yes,Low,C
45,5439,Executive,5,Male,Yes,Yes,High,B
51,5440,Artist,2,Male,Yes,No,Average,C
29,5441,Engineer,5,Female,No,Yes,Low,B
47,5442,Artist,4,Female,Yes,Yes,Average,C
38,5443,Artist,4,Female,Yes,No,Average,C
37,5444,Artist,1,Male,Yes,Yes,Low,A
61,5445,Engineer,2,Female,Yes,Yes,Average,C
60,5446,Artist,2,Male,Yes,Yes,Average,B
73,5447,Entertainment,4,Male,Yes,Yes,High,B
49,5448,Artist,1,Female,Yes,Yes,Low,C
72,5449,Lawyer,2,Male,Yes,Yes,High,C
43,5450,Artist,2,Female,Yes,Yes,Average,C
38,5451,Doctor,2,Male,Yes,Yes,Low,A
35,5452,Artist,3,Female,Yes,Yes,Average,C
82,5453,Lawyer,2,Female,Yes,No,High,B
63,5454,Artist,1,Male,Yes,Yes,Low,A
73,5455,Executive,2,Male,Yes,Yes,High,C
42,5456,Homemaker,1,Female,No,Yes,Low,A
43,5457,Engineer,2,Female,Yes,Yes,Average,B
31,5458,Homemaker,1,Male,No,No,Low,D
42,5459,Entertainment,3,Female,No,Yes,Low,D
32,5460,Artist,2,Male,Yes,Yes,Average,B
39,5461,Artist,4,Male,Yes,Yes,Average,A
48,5462,Artist,4,Female,Yes,Yes,Average,B
39,5463,Artist,2,Male,Yes,Yes,Average,C
60,5464,Doctor,2,Male,Yes,Yes,High,B
51,5465,Entertainment,1,Female,No,Yes,Low,A
61,5466,Artist,3,Female,Yes,Yes,Average,B
55,5467,Artist,3,Female,Yes,Yes,Average,C
43,5468,Artist,5,Female,Yes,Yes,Average,C
45,5469,Executive,3,Male,Yes,No,Average,B
40,5470,Artist,2,Male,Yes,No,Average,C
25,5471,Doctor,1,Female,No,Yes,Low,A
89,5472,Lawyer,1,Female,No,Yes,Low,D
46,5473,Engineer,5,Female,Yes,Yes,Average,B
83,5474,Lawyer,2,Female,Yes,Yes,Low,C
35,5475,Executive,4,Male,Yes,Yes,Average,B
71,5476,Lawyer,2,Female,Yes,Yes,Low,C
50,5477,Artist,3,Male,Yes,Yes,Average,C
58,5478,Executive,2,Male,Yes,No,High,C
35,5479,Artist,4,Male,Yes,Yes,Average,A
67,5480,Executive,2,Male,Yes,Yes,High,C
35,5481,Doctor,5,Male,Yes,No,Average,C
61,5482,Executive,3,Male,Yes,Yes,High,C
29,5483,Entertainment,2,Female,No,No,Low,B
47,5484,Executive,5,Male,Yes,Yes,Average,B
37,5485,Artist,2,Female,No,No,Low,C
18,5486,Healthcare,3,Male,No,No,Low,D
23,5487,Entertainment,2,Female,No,No,Low,C
29,5488,Homemaker,3,Male,No,No,Low,D
